Frame	X	Y	Z
1	-9.62	-11.766	15.78
2	-9.21	-11.56	16.4
3	-9.91	-12.82	16.31
4	-9.57	-11.59	16.16
5	-9.87	-11.336	16.34
6	-9.484	-11.17	15.945
7	-9.18	-11.914	17.08
8	-10.43	-10.234	15.84
9	-11.02	-11.08	15.21
10	-10.34	-11.04	15.08
11	-10.48	-10.11	15.44
12	-10.266	-9.97	14.86
13	-10.74	-9.89	14.81
14	-11.42	-9.42	14.75
15	-9.65	-10.016	15.8
16	-10.195	-10.26	15.62
17	-10.1	-9.78	15.734
18	-10.414	-9.78	15.305
19	-11.484	-9.664	14.375
20	-10.48	-10.51	15.71
21	-10.38	-8.89	15.445
22	-10.06	-9.35	15.45
23	-10.51	-9.45	15.17
24	-10.45	-9.19	15.414
25	-10.17	-10.79	15.79
26	-10.47	-11.14	15.14
27	-9.7	-10.49	15.4
28	-10.63	-9.734	15.21
29	-11.14	-9.1	14.41
30	-11.17	-9.32	14.54
31	-10.33	-9.766	15.09
32	-10.45	-9.625	15.28
33	-10.26	-10.305	15.17
34	-10.17	-9.695	15.06
35	-10.94	-10.24	14.94
36	-11.22	-10.3	15.06
37	-10.43	-10.35	14.9
38	-10.445	-10.27	15.64
39	-10.6	-10.02	14.86
40	-10.305	-10.25	15.17
41	-10.57	-10.984	15.1
42	-8.984	-12.65	15.71
43	-9.484	-12.98	15.97
44	-8.766	-11.99	16.02
45	-9.055	-11.96	16.55
46	-9.1	-13.06	15.79
47	-8.61	-13.555	15.99
48	-8.82	-12.22	16.06
49	-9.83	-13.414	14.914
50	-9.086	-12.805	15.945
51	-9.77	-12.55	15.51
52	-8.48	-13.766	15.805
53	-9.445	-12.93	15.66
54	-9.41	-12.72	16.14
55	-9.29	-12.56	16.11
56	-8.27	-11.59	16.73
57	-8.64	-12.7	16.33
58	-8.83	-11.68	15.89
59	-9.055	-12.29	16.28
60	-8.64	-12.414	16.53
61	-9.375	-12.49	16.08
62	-8.96	-12.44	16.23
63	-9.83	-13.625	15.3
64	-9.33	-13.29	15.734
65	-9.42	-14.95	15.25
66	-9.13	-13.17	15.695
67	-7.93	-13.51	16.12
68	-8.195	-12.945	16.42
69	-9.05	-12.99	16.11
70	-9.17	-13.055	15.11
71	-9.336	-12.88	15.695
72	-9.22	-12.35	16.02
73	-9.3	-13.1	16.02
74	-9.54	-12.53	15.53
75	-10.0	-13.33	15.305
76	-9.414	-13.21	15.52
77	-8.89	-14.17	15.445
78	-9.086	-11.97	16.17
79	-9.57	-12.734	16.0
80	-9.69	-11.78	15.766
81	-9.82	-12.64	15.7
82	-8.414	-13.09	16.1
83	-9.23	-12.9	15.516
84	-8.87	-12.54	16.48
85	-9.22	-12.445	16.39
86	-9.87	-11.74	15.78
87	-8.664	-12.14	16.25
88	-8.45	-13.92	15.81
89	-8.32	-13.03	16.33
90	-9.664	-15.38	15.664
91	-8.94	-13.08	16.06
92	-8.56	-12.49	16.5
93	-8.58	-13.484	15.65
94	-8.44	-13.48	15.82
95	-8.3	-13.336	16.67
96	-8.875	-13.18	15.32
97	-8.87	-13.22	15.42
98	-9.41	-13.0	15.48
99	-8.56	-12.805	16.16
100	-8.36	-12.08	16.31
101	-8.94	-11.88	16.3
102	-8.51	-13.516	15.46
103	-8.945	-12.88	15.58
104	-8.734	-12.77	16.02
105	-8.88	-13.22	15.94
106	-9.45	-13.305	15.76
107	-8.39	-12.74	16.06
108	-9.13	-11.92	16.02
109	-9.65	-12.625	15.49
110	-9.055	-13.09	15.78
111	-8.65	-12.49	15.64
112	-9.63	-12.83	16.11
113	-9.36	-12.02	16.12
114	-9.195	-12.2	16.02
115	-9.34	-13.55	15.95
116	-8.34	-13.45	16.25
117	-9.11	-12.85	15.94
118	-9.305	-12.555	16.06
119	-9.46	-12.016	15.734
120	-9.15	-13.17	15.375
121	-9.12	-12.62	15.41
122	-9.05	-13.11	15.58
123	-8.83	-13.3	16.19
124	-9.195	-12.99	16.31
125	-8.96	-12.984	15.52
126	-8.71	-12.71	15.71
127	-9.16	-12.78	16.05
128	-8.97	-13.66	15.14
129	-8.65	-13.02	15.734
130	-9.55	-13.625	15.7
131	-8.91	-12.76	15.734
132	-9.06	-12.945	15.43
133	-9.26	-13.37	15.555
134	-8.03	-13.52	15.95
135	-10.58	-13.14	15.23
