Frame	X	Y	Z
1	15.83	-2.004	-18.11
2	16.3	-1.631	-17.08
3	15.71	-2.658	-17.36
4	16.47	-2.713	-16.62
5	15.74	-2.146	-17.77
6	15.52	-2.57	-17.11
7	15.56	-2.697	-17.73
8	15.62	-2.748	-16.77
9	15.586	-2.865	-16.88
10	15.58	-2.56	-17.05
11	15.89	-2.334	-16.78
12	15.79	-2.59	-17.05
13	16.11	-2.023	-17.02
14	15.82	-2.201	-16.73
15	16.4	-1.803	-17.12
16	16.2	-2.664	-17.34
17	16.39	-2.557	-17.27
18	15.84	-1.867	-17.06
19	16.11	-2.598	-17.03
20	16.38	-2.61	-17.16
21	16.22	-3.588	-17.05
22	15.79	-2.217	-17.31
23	15.766	-2.322	-16.88
24	16.25	-2.447	-17.2
25	15.58	-3.01	-17.28
26	15.73	-2.463	-17.1
27	15.734	-2.223	-16.98
28	15.8	-2.703	-16.53
29	16.23	-1.847	-16.55
30	15.67	-2.225	-17.19
31	15.52	-1.83	-17.25
32	15.766	-2.543	-17.17
33	15.6	-2.367	-17.23
34	15.89	-1.913	-16.98
35	16.25	-2.133	-16.39
36	16.7	-2.213	-16.94
37	16.94	-2.496	-16.6
38	16.2	-2.271	-17.27
39	16.5	-2.455	-17.2
40	16.3	-2.402	-17.23
41	16.53	-1.526	-16.95
42	15.71	-1.953	-17.4
43	15.24	-1.901	-17.97
44	15.71	-2.46	-17.05
45	15.766	-2.34	-17.17
46	15.88	-3.363	-17.23
47	15.94	-2.732	-17.2
48	15.55	-2.568	-17.42
49	15.77	-2.438	-17.53
50	16.11	-2.18	-17.3
51	16.25	-2.547	-17.52
52	16.98	-2.797	-17.16
53	16.38	-1.696	-17.2
54	15.83	-2.36	-17.2
55	15.98	-2.72	-17.8
56	15.56	-2.133	-17.08
57	15.58	-2.15	-17.31
58	15.766	-2.58	-17.84
59	15.68	-3.572	-17.84
60	15.414	-2.9	-17.58
61	15.89	-3.176	-17.36
62	15.17	-2.604	-17.47
63	15.83	-2.605	-17.27
64	16.38	-2.299	-17.73
65	15.695	-2.02	-17.66
66	15.35	-2.383	-17.86
67	15.81	-2.076	-17.1
68	16.25	-1.714	-17.02
69	16.2	-1.996	-17.38
70	16.42	-2.607	-17.27
71	16.28	-2.203	-17.1
72	16.36	-1.875	-17.5
73	16.6	-2.074	-17.78
74	15.89	-2.25	-16.98
75	15.99	-1.879	-17.56
76	15.78	-2.666	-17.22
77	15.664	-1.703	-17.19
78	15.65	-2.115	-16.97
79	15.48	-2.262	-17.06
80	15.79	-1.588	-17.38
81	16.31	-2.326	-17.02
82	15.96	-1.876	-16.77
83	16.77	-1.469	-17.69
84	16.73	-1.397	-17.38
85	17.98	-1.194	-17.38
86	17.12	-1.735	-16.55
87	17.08	-1.908	-17.16
88	16.62	-1.436	-16.94
89	16.42	-1.696	-16.77
90	15.984	-1.686	-16.8
91	16.28	-1.731	-17.05
92	16.78	-1.667	-17.2
93	16.56	-2.115	-17.19
94	16.94	-2.06	-16.9
95	16.5	-1.998	-17.31
96	17.33	-2.895	-17.14
97	16.44	-1.583	-17.12
98	16.45	-1.707	-17.38
99	16.42	-1.932	-16.78
100	15.75	-3.078	-16.84
101	16.73	-3.254	-17.22
102	17.47	-2.287	-17.17
103	16.33	-2.22	-17.02
104	16.53	-1.866	-17.45
105	17.1	-2.156	-16.89
106	17.16	-1.635	-16.72
107	16.89	-1.65	-17.2
108	16.62	-1.685	-17.19
109	16.02	-2.258	-17.05
110	15.84	-2.635	-17.2
111	17.06	-3.73	-16.77
112	16.48	-2.217	-16.64
113	16.05	-2.756	-16.67
114	16.17	-2.975	-17.03
115	16.92	-3.297	-16.72
116	16.03	-2.486	-16.95
117	16.03	-3.332	-17.36
118	16.72	-2.219	-17.17
119	15.81	-2.908	-17.3
120	15.76	-3.104	-17.06
121	16.05	-3.523	-17.22
122	16.48	-3.662	-17.1
123	16.42	-3.77	-17.19
124	16.55	-3.158	-17.27
125	16.6	-3.268	-17.44
126	16.14	-2.906	-16.98
127	16.34	-3.889	-16.98
128	17.06	-3.395	-16.9
129	16.5	-3.266	-16.64
130	16.53	-4.414	-16.95
131	17.4	-3.855	-17.34
132	16.75	-3.75	-16.73
133	17.47	-3.418	-17.31
134	17.11	-3.385	-17.2
135	16.83	-2.688	-16.78
136	16.4	-2.947	-16.64
137	16.19	-3.36	-16.48
138	16.5	-2.719	-16.73
139	16.12	-2.926	-17.11
Average	16.2	-2.453	-17.14
