Frame	X	Y	Z
1	-9.305	-4.72	-13.16
2	-8.31	-4.285	-13.59
3	-8.81	-4.547	-13.22
4	-8.586	-3.727	-13.24
5	-8.62	-4.066	-13.18
6	-9.24	-4.074	-12.9
7	-9.445	-4.605	-12.79
8	-9.32	-4.26	-13.2
9	-9.4	-3.947	-13.68
10	-8.71	-3.994	-13.72
11	-8.91	-4.266	-13.664
12	-9.85	-4.17	-13.516
13	-8.87	-4.215	-13.805
14	-9.39	-4.05	-14.03
15	-8.93	-3.58	-14.32
16	-8.7	-3.926	-13.94
17	-9.11	-4.016	-14.4
18	-8.875	-3.871	-14.08
19	-8.85	-4.105	-13.766
20	-9.484	-3.773	-13.97
21	-9.484	-4.004	-14.66
22	-9.6	-3.758	-14.36
23	-8.88	-3.662	-14.22
24	-9.414	-3.275	-14.35
25	-9.41	-3.42	-14.17
26	-9.2	-3.578	-14.55
27	-9.47	-4.043	-14.01
28	-8.9	-4.516	-14.05
29	-9.53	-3.885	-13.51
30	-9.19	-4.48	-13.05
31	-9.414	-3.705	-13.43
32	-9.016	-3.74	-13.805
33	-8.95	-4.273	-14.086
34	-9.05	-4.797	-13.41
35	-9.27	-4.723	-13.8
36	-9.68	-4.04	-13.46
37	-9.19	-3.895	-13.38
38	-8.54	-3.49	-13.8
39	-9.01	-3.691	-13.55
40	-8.84	-3.893	-13.2
41	-8.79	-3.873	-13.516
42	-8.79	-3.977	-13.03
43	-8.8	-4.125	-13.21
44	-8.37	-4.1	-13.39
45	-8.36	-3.816	-13.16
46	-8.94	-4.074	-13.234
47	-8.86	-4.285	-13.32
48	-8.766	-4.273	-13.17
49	-8.586	-4.07	-13.05
50	-8.87	-4.086	-13.25
51	-9.08	-3.639	-12.74
52	-9.266	-3.527	-13.66
53	-8.81	-4.035	-13.375
54	-8.32	-3.734	-13.734
55	-9.02	-4.34	-13.31
56	-8.586	-4.73	-13.6
57	-8.875	-4.715	-12.97
58	-9.4	-5.004	-12.695
59	-9.336	-4.273	-12.55
60	-9.27	-4.207	-13.28
61	-8.984	-4.098	-13.25
62	-8.76	-3.809	-13.31
63	-8.766	-4.082	-12.97
64	-8.79	-3.654	-13.22
65	-8.81	-4.438	-13.44
66	-8.94	-4.934	-13.41
67	-9.34	-3.998	-13.32
68	-9.37	-4.617	-12.63
69	-8.79	-4.43	-12.805
70	-8.984	-4.17	-12.695
71	-9.555	-4.844	-13.26
72	-9.05	-4.44	-13.28
73	-9.12	-4.523	-12.89
74	-9.28	-4.484	-13.086
75	-8.984	-4.344	-13.01
76	-9.51	-4.285	-12.83
77	-8.6	-4.66	-13.02
78	-9.03	-4.87	-13.3
79	-9.055	-4.566	-13.34
80	-8.484	-4.336	-13.77
81	-9.1	-3.824	-13.125
82	-9.14	-4.52	-13.16
83	-8.72	-4.363	-13.45
84	-8.11	-4.19	-12.63
85	-8.97	-4.324	-12.95
86	-8.96	-4.42	-13.19
87	-9.01	-4.227	-13.28
88	-9.555	-4.242	-12.69
89	-9.24	-4.53	-13.086
90	-9.11	-4.055	-13.04
91	-8.57	-4.33	-12.75
92	-8.92	-4.26	-12.83
93	-8.93	-4.633	-13.305
94	-9.16	-4.137	-13.125
95	-8.78	-4.42	-13.36
96	-8.97	-3.94	-13.15
97	-9.12	-4.24	-12.89
98	-9.234	-3.922	-13.02
99	-8.85	-4.188	-13.38
100	-8.945	-4.13	-13.04
101	-9.05	-4.457	-13.11
102	-8.39	-3.996	-13.36
103	-9.19	-4.062	-13.02
104	-9.11	-4.367	-13.19
105	-9.336	-4.766	-13.01
106	-9.17	-4.465	-13.69
107	-9.0	-4.324	-13.48
108	-8.72	-4.598	-12.88
109	-8.57	-4.38	-12.7
110	-9.16	-3.605	-12.62
111	-8.57	-4.27	-12.97
112	-9.08	-3.797	-13.39
113	-9.14	-3.82	-13.125
114	-9.0	-3.943	-13.21
115	-8.79	-3.994	-12.71
116	-8.59	-4.312	-12.86
117	-8.59	-3.535	-13.33
118	-8.55	-3.654	-13.38
119	-8.81	-4.094	-12.81
120	-9.31	-3.88	-12.87
121	-9.266	-3.793	-12.87
122	-8.42	-3.582	-13.21
123	-8.8	-3.297	-13.17
124	-8.625	-3.646	-13.516
125	-8.49	-3.693	-13.51
126	-8.63	-3.883	-13.18
127	-8.75	-3.78	-13.51
128	-8.41	-3.697	-13.414
129	-8.88	-3.725	-13.46
130	-8.47	-3.412	-13.48
131	-8.77	-3.678	-13.49
132	-8.586	-3.877	-13.55
133	-8.45	-4.367	-13.27
134	-8.86	-3.754	-13.734
135	-8.73	-3.906	-13.79
136	-8.56	-3.822	-13.55
137	-8.89	-4.668	-13.87
138	-8.86	-4.324	-12.766
139	-9.52	-4.195	-13.46
Average	-8.96	-4.113	-13.336
