Frame	X	Y	Z
1	-8.06	8.695	-23.4
2	-8.31	7.598	-23.45
3	-6.93	7.613	-23.89
4	-6.156	6.883	-24.16
5	-8.01	7.246	-23.45
6	-6.133	6.54	-23.39
7	-5.28	4.805	-22.92
8	-6.383	7.56	-23.42
9	-4.117	7.008	-23.4
10	-4.094	5.99	-24.27
11	-4.29	4.406	-24.67
12	-6.926	6.016	-24.28
13	-5.695	6.02	-24.34
14	-6.895	5.027	-24.75
15	-6.816	6.723	-24.66
16	-6.832	5.273	-24.61
17	-6.95	5.89	-24.52
18	-6.137	5.633	-25.36
19	-6.04	4.598	-24.69
20	-4.863	5.29	-24.1
21	-3.87	4.63	-24.66
22	-4.312	6.016	-23.58
23	-4.004	5.742	-23.86
24	-4.168	6.145	-23.78
25	-4.152	5.055	-23.28
26	-4.297	5.95	-23.77
27	-5.086	5.58	-23.66
28	-5.953	5.367	-24.06
29	-5.023	7.215	-23.4
30	-4.414	5.266	-24.34
31	-3.021	5.785	-23.25
32	-4.992	6.285	-23.53
33	-3.838	6.812	-23.25
34	-5.195	5.46	-23.7
35	-5.105	6.438	-23.8
36	-5.277	5.914	-23.61
37	-4.375	6.617	-23.05
38	-5.508	6.008	-23.22
39	-4.61	6.957	-23.56
40	-4.414	6.05	-23.34
41	-4.035	5.812	-23.52
42	-2.232	5.062	-23.66
43	-2.31	5.758	-23.83
44	-2.43	6.42	-23.56
45	-3.166	5.754	-23.62
46	-3.559	4.152	-23.73
47	-3.299	5.81	-23.73
48	-3.338	6.55	-23.78
49	-4.164	6.008	-23.25
50	-4.094	5.69	-23.42
51	-4.023	6.12	-23.28
52	-4.934	6.54	-23.86
53	-3.736	5.438	-23.23
54	-2.09	5.656	-24.64
55	-2.324	4.96	-23.97
56	-2.232	5.09	-24.36
57	-2.506	5.375	-23.78
58	-3.855	4.586	-23.78
59	-3.818	5.742	-23.64
60	-4.01	5.492	-23.08
61	-3.71	5.945	-23.6
62	-3.188	5.48	-23.47
63	-3.402	5.82	-23.19
64	-3.871	5.496	-23.83
65	-5.094	6.535	-23.53
66	-4.543	5.69	-23.94
67	-4.02	4.62	-23.34
68	-3.936	4.188	-23.55
69	-3.652	4.848	-23.11
70	-4.258	4.766	-23.38
71	-4.1	4.58	-23.12
72	-3.46	5.05	-23.14
73	-3.406	3.87	-23.17
74	-3.227	4.81	-23.62
75	-4.125	5.195	-23.73
76	-4.188	5.387	-23.94
77	-4.97	4.586	-23.64
78	-3.764	5.395	-24.42
79	-4.664	4.957	-23.75
80	-4.176	4.938	-23.66
81	-4.156	5.074	-23.55
82	-5.293	5.906	-23.25
83	-4.363	6.09	-23.5
84	-4.035	5.344	-23.72
85	-3.232	4.99	-23.56
86	-2.967	4.406	-23.77
87	-3.646	4.6	-23.45
88	-4.414	4.723	-23.23
89	-4.367	4.59	-23.42
90	-3.69	5.73	-23.81
91	-4.387	5.137	-23.69
92	-3.91	4.4	-23.73
93	-4.414	5.203	-23.42
94	-4.5	6.254	-23.75
95	-3.934	5.703	-23.95
96	-3.416	5.21	-23.77
97	-3.742	5.574	-23.55
98	-3.27	5.043	-23.48
99	-3.176	4.535	-23.58
100	-3.816	5.137	-23.55
101	-2.914	4.906	-23.5
102	-2.504	4.848	-23.8
103	-3.283	5.105	-23.48
104	-4.324	5.03	-23.25
105	-3.742	4.758	-23.47
106	-3.154	4.754	-23.89
107	-3.117	4.996	-23.66
108	-4.65	4.9	-23.28
109	-4.17	5.57	-23.31
110	-3.756	5.21	-23.52
111	-3.4	5.246	-23.34
112	-4.33	5.785	-23.31
113	-3.848	5.785	-23.48
114	-3.715	6.086	-23.19
115	-4.54	5.715	-22.89
116	-4.76	5.57	-22.84
117	-4.31	6.19	-23.53
118	-3.832	5.91	-23.23
119	-4.887	7.21	-22.72
120	-3.965	6.016	-23.25
121	-4.086	5.242	-23.11
122	-3.639	5.824	-23.31
123	-3.646	6.27	-23.33
124	-3.645	6.227	-23.05
125	-2.314	5.727	-23.39
126	-3.006	6.26	-23.1
127	-3.104	6.375	-23.08
128	-2.477	6.445	-22.97
129	-2.822	6.945	-23.47
130	-2.318	6.344	-23.02
131	-2.525	7.195	-23.5
132	-2.6	7.18	-22.95
133	-3.08	7.727	-23.38
134	-2.73	7.387	-23.03
135	-2.768	6.43	-23.34
136	-3.426	6.812	-23.36
137	-3.395	6.316	-23.28
138	-2.611	7.363	-23.08
139	-3.236	7.22	-23.5
Average	-4.14	5.73	-23.6
