Frame	X	Y	Z
1	-0.191	17.78	-22.4
2	-0.392	17.28	-22.1
3	0.014	17.95	-21.66
4	1.689	17.14	-22.62
5	-0.826	17.52	-22.03
6	0.738	16.8	-22.97
7	-0.714	15.6	-22.73
8	0.074	18.05	-22.12
9	1.36	17.38	-23.05
10	0.577	17.98	-22.47
11	0.382	16.05	-22.98
12	0.06	16.81	-22.86
13	-0.861	17.36	-22.27
14	-0.13	16.55	-23.27
15	-0.069	17.58	-22.11
16	-1.209	16.72	-21.75
17	-0.155	16.28	-22.77
18	-0.968	16.84	-22.47
19	0.312	17.39	-22.6
20	-0.651	16.5	-22.56
21	-0.45	17.36	-22.7
22	0.152	18.34	-21.42
23	0.586	19.3	-22.14
24	1.377	18.77	-22.34
25	1.763	19.8	-21.97
26	0.736	18.42	-21.52
27	-0.662	18.62	-22.16
28	-1.363	17.89	-22.25
29	0.165	19.5	-22.08
30	-0.864	19.1	-21.27
31	0.345	19.42	-21.62
32	1.754	19.17	-22.3
33	1.923	18.86	-21.78
34	1.789	19.05	-22.34
35	0.089	18.38	-21.94
36	-0.181	17.28	-21.98
37	0.82	18.34	-22.1
38	1.509	17.78	-22.06
39	2.219	19.52	-22.47
40	2.746	18.52	-22.94
41	0.158	18.9	-21.44
42	0.655	19.19	-21.34
43	2.027	19.36	-21.3
44	1.378	19.72	-21.58
45	1.477	19.83	-21.72
46	0.409	19.2	-21.38
47	3.504	20.17	-21.31
48	4.11	20.66	-21.34
49	3.156	20.0	-22.06
50	3.02	22.47	-20.55
51	3.4	20.06	-22.08
52	0.638	18.88	-21.8
53	0.178	19.45	-21.19
54	0.431	19.27	-21.38
55	0.155	18.88	-21.44
56	-0.385	18.64	-21.69
57	1.586	19.61	-21.45
58	1.754	19.39	-21.8
59	1.902	20.16	-21.42
60	3.748	20.48	-21.42
61	0.908	19.47	-21.42
62	1.188	18.55	-21.88
63	-1.567	18.47	-21.47
64	-1.217	18.17	-21.5
65	-0.668	18.77	-21.66
66	-1.259	19.02	-20.89
67	-0.354	18.34	-22.66
68	-0.824	16.94	-22.95
69	-0.968	18.38	-22.3
70	0.006	17.05	-22.38
71	-0.524	18.36	-22.58
72	-0.405	18.11	-22.42
73	0.486	17.69	-22.98
74	0.294	17.94	-23.03
75	-1.421	18.42	-21.6
76	-0.407	17.66	-22.16
77	-0.984	18.16	-20.97
78	-0.692	18.11	-21.81
79	-0.853	18.23	-22.48
80	-1.173	17.55	-22.3
81	-1.198	17.6	-21.7
82	-1.022	18.83	-21.5
83	-0.877	17.88	-21.78
84	-1.818	17.03	-22.2
85	-0.31	17.14	-22.64
86	-0.503	16.38	-22.44
87	-0.862	16.62	-22.19
88	-1.365	17.38	-22.34
89	-0.43	16.67	-22.52
90	-0.826	18.14	-22.25
91	-0.014	17.88	-22.55
92	0.164	17.03	-22.86
93	-0.9	17.06	-22.53
94	-0.796	17.97	-21.97
95	-0.465	17.56	-22.27
96	0.276	17.3	-22.17
97	-0.745	17.8	-21.62
98	0.096	17.84	-22.06
99	-0.374	17.88	-22.75
100	0.232	17.44	-22.77
101	-0.13	17.34	-22.11
102	0.135	17.17	-22.61
103	-0.904	17.14	-22.02
104	-0.268	17.45	-22.39
105	-1.336	16.48	-22.48
106	0.337	17.64	-22.55
107	0.64	18.73	-21.73
108	-0.844	17.39	-21.88
109	-1.037	17.9	-21.95
110	0.414	17.1	-23.27
111	0.978	16.53	-23.02
112	0.636	16.9	-23.19
113	1.485	17.03	-22.92
114	0.746	17.45	-22.38
115	1.182	15.97	-23.22
116	-0.182	16.61	-23.06
117	1.282	17.14	-23.23
118	1.532	17.34	-22.47
119	1.11	18.16	-22.22
120	1.746	17.5	-22.38
121	1.314	16.11	-23.34
122	1.638	16.34	-22.34
123	2.45	16.5	-23.19
124	2.738	16.62	-22.69
125	2.145	16.28	-23.16
126	1.561	16.05	-23.28
127	2.84	16.98	-22.92
128	5.047	17.89	-23.14
129	3.004	19.36	-22.72
130	4.098	18.38	-22.66
131	4.754	19.05	-22.83
132	2.723	17.02	-23.5
133	4.51	19.72	-22.48
134	4.516	19.27	-22.52
135	3.795	19.05	-22.36
136	3.605	18.86	-22.2
137	3.887	19.06	-21.5
138	2.81	20.1	-22.39
139	3.96	19.83	-22.77
Average	0.673	18.05	-22.23
