Frame	X	Y	Z
1	-18.47	-14.766	10.22
2	-19.02	-13.62	9.484
3	-19.56	-14.63	9.04
4	-19.23	-13.67	9.63
5	-19.77	-13.266	8.375
6	-19.42	-12.61	9.39
7	-19.61	-14.17	9.29
8	-18.62	-13.625	9.75
9	-18.28	-13.77	9.086
10	-18.47	-14.66	9.84
11	-18.67	-14.766	9.234
12	-18.48	-13.51	9.2
13	-18.83	-14.85	9.336
14	-18.6	-14.47	9.51
15	-18.36	-13.95	9.82
16	-19.02	-13.35	9.17
17	-18.47	-14.555	9.91
18	-19.28	-13.4	9.3
19	-19.4	-13.04	9.13
20	-18.84	-14.75	9.125
21	-19.5	-13.51	9.28
22	-19.05	-14.38	9.78
23	-18.8	-13.93	10.28
24	-19.16	-15.88	8.83
25	-19.23	-14.16	9.086
26	-18.95	-14.2	10.14
27	-19.55	-13.516	8.664
28	-18.47	-13.35	9.68
29	-18.6	-14.07	8.96
30	-18.77	-15.4	10.18
31	-18.78	-15.27	9.47
32	-18.66	-14.016	9.36
33	-18.7	-15.18	9.04
34	-18.6	-15.34	8.55
35	-19.25	-14.28	9.17
36	-18.23	-15.43	9.98
37	-18.11	-16.06	9.32
38	-18.34	-15.87	9.92
39	-18.69	-14.586	9.336
40	-18.98	-13.59	9.16
41	-19.78	-15.305	8.62
42	-18.42	-14.56	9.29
43	-18.44	-14.36	9.96
44	-18.89	-14.01	10.03
45	-18.8	-14.31	9.586
46	-19.33	-14.055	8.7
47	-18.84	-13.95	9.945
48	-19.48	-13.63	9.41
49	-19.27	-14.15	8.914
50	-19.48	-12.76	9.04
51	-19.64	-14.44	9.02
52	-18.64	-14.56	9.45
53	-18.42	-14.82	10.07
54	-18.94	-13.63	9.52
55	-19.48	-13.75	9.14
56	-18.95	-13.66	9.33
57	-19.98	-12.65	9.17
58	-19.19	-12.94	8.54
59	-18.72	-13.6	8.95
60	-19.88	-13.81	9.1
61	-18.84	-13.98	9.01
62	-19.22	-13.27	8.98
63	-19.72	-13.51	8.45
64	-19.78	-13.85	9.33
65	-19.97	-12.945	7.953
66	-20.2	-12.43	8.8
67	-18.84	-12.98	9.2
68	-19.62	-12.13	8.445
69	-20.02	-13.57	7.785
70	-19.55	-13.74	8.42
71	-19.02	-14.44	8.695
72	-19.73	-13.67	8.71
73	-19.39	-14.31	8.69
74	-18.69	-15.35	9.555
75	-18.56	-15.336	8.7
76	-19.33	-15.305	7.965
77	-18.9	-14.875	8.48
78	-18.58	-15.08	9.33
79	-18.36	-15.99	8.6
80	-18.72	-14.414	9.56
81	-18.98	-14.35	9.69
82	-19.86	-14.11	9.01
83	-19.2	-14.57	9.78
84	-19.8	-14.41	8.86
85	-19.69	-12.35	8.79
86	-19.5	-11.77	8.555
87	-19.77	-12.766	8.82
88	-19.5	-12.875	7.965
89	-20.0	-12.81	9.01
90	-19.25	-13.375	9.56
91	-19.34	-13.13	9.36
92	-18.4	-14.305	9.59
93	-20.11	-11.74	8.414
94	-19.4	-12.445	10.18
95	-19.19	-13.31	9.66
96	-19.55	-13.41	9.555
97	-19.42	-12.73	10.01
98	-19.38	-13.38	9.65
99	-18.75	-13.305	9.17
100	-18.9	-12.92	9.74
101	-18.52	-13.02	9.9
102	-18.67	-13.72	10.555
103	-18.23	-14.64	10.19
104	-18.38	-14.125	10.195
105	-19.38	-13.72	9.1
106	-18.12	-15.305	10.18
107	-18.48	-14.43	8.87
108	-18.98	-14.71	9.19
109	-18.75	-14.36	8.98
110	-17.97	-15.305	9.77
111	-19.44	-13.79	8.52
112	-18.61	-14.85	9.77
113	-18.58	-13.766	9.62
114	-18.75	-14.414	9.83
115	-19.22	-14.69	8.52
116	-18.98	-15.41	8.25
117	-17.98	-16.75	9.39
118	-18.28	-15.41	9.41
119	-18.55	-15.03	9.43
120	-18.77	-14.74	9.29
121	-18.52	-16.03	9.23
122	-18.6	-15.734	8.79
123	-18.39	-14.22	9.55
124	-18.77	-14.414	9.19
125	-18.48	-14.57	9.33
126	-18.64	-14.74	9.78
127	-18.94	-14.73	9.414
128	-18.69	-15.13	9.3
129	-18.5	-14.57	8.96
130	-18.7	-14.6	9.48
131	-18.55	-14.54	9.92
132	-18.56	-14.555	10.266
133	-18.22	-14.766	9.31
134	-17.66	-15.62	9.766
135	-18.47	-14.76	9.9
136	-18.28	-15.055	9.266
137	-18.44	-15.07	9.44
138	-18.83	-14.25	8.7
139	-17.77	-15.58	9.2
Average	-18.95	-14.18	9.28
